date,description,amount,type,category,account_id,currency,counterparty
2024-02-25,Client Payment Invoice,29182.04,income,revenue,ACC002,USD,Client Beta
2024-02-25,Wire Transfer Fee,-40.78,expense,finance,ACC002,USD,Client Beta
2024-02-25,Notion Team Plan,-80.0,expense,operations,ACC002,USD,Metro Bank
2024-02-25,General Insurance Premium,-818.17,expense,finance,ACC001,USD,Vendor Corp
2024-02-26,Health Insurance Premium,-2660.41,expense,hr,ACC002,USD,Client Alpha
2024-02-26,Notion Team Plan,-80.0,expense,operations,ACC001,USD,TechSupply Ltd
2024-02-26,Laptop Purchase,-2237.97,expense,technology,ACC002,USD,Vendor Corp
2024-02-26,API Development Hosting,-544.71,expense,technology,ACC001,USD,Client Beta
2024-02-26,GitHub Enterprise License,-400.0,expense,operations,ACC002,USD,Client Beta
2024-02-26,Advance Tax Payment,-3575.87,expense,finance,ACC002,USD,TechSupply Ltd
2024-02-26,SaaS Subscription Revenue,17480.39,income,revenue,ACC001,USD,Client Beta
2024-02-26,Figma License,-93.25,expense,operations,ACC001,USD,Client Beta
2024-02-26,General Insurance Premium,-1098.32,expense,finance,ACC001,USD,Vendor Corp
2024-02-29,Team Training Workshop,-1405.92,expense,hr,ACC001,USD,TechSupply Ltd
2024-02-29,Figma License,-85.98,expense,operations,ACC001,USD,Vendor Corp
2024-02-29,PR Agency Retainer,-1500.0,expense,marketing,ACC002,USD,Metro Bank
2024-02-29,Client Payment Invoice,29796.27,income,revenue,ACC002,USD,Client Alpha
2024-02-29,Facebook Ads,-1547.6,expense,marketing,ACC002,USD,Client Alpha
2024-02-29,AWS Cloud Services,-1292.72,expense,operations,ACC002,USD,Client Beta
2024-03-01,Uber Business Travel,-174.75,expense,travel,ACC001,USD,Metro Bank
2024-03-01,Laptop Purchase,-2049.32,expense,technology,ACC001,USD,Client Beta
2024-03-01,Team Training Workshop,-821.53,expense,hr,ACC001,USD,Vendor Corp
2024-03-01,Client Payment Invoice,11312.06,income,revenue,ACC002,USD,Vendor Corp
2024-03-01,PR Agency Retainer,-1500.0,expense,marketing,ACC002,USD,Metro Bank
2024-03-04,Uber Business Travel,-105.93,expense,travel,ACC002,USD,Client Alpha
2024-03-04,AWS Cloud Services,-1904.92,expense,operations,ACC001,USD,Client Alpha
2024-03-04,Figma License,-116.85,expense,operations,ACC002,USD,Metro Bank
2024-03-04,Facebook Ads,-1366.72,expense,marketing,ACC001,USD,Client Alpha
2024-03-04,General Insurance Premium,-1187.08,expense,finance,ACC002,USD,TechSupply Ltd
2024-03-04,Slack Subscription,-196.44,expense,operations,ACC002,USD,TechSupply Ltd
2024-03-04,Slack Subscription,-246.9,expense,operations,ACC002,USD,Vendor Corp
2024-03-06,PR Agency Retainer,-1500.0,expense,marketing,ACC002,USD,TechSupply Ltd
2024-03-06,LinkedIn Recruiter License,-1200.0,expense,hr,ACC002,USD,Vendor Corp
2024-03-06,Internet Broadband,-120.0,expense,operations,ACC001,USD,Metro Bank
2024-03-06,Laptop Purchase,-1216.48,expense,technology,ACC001,USD,Client Beta
2024-03-06,Internet Broadband,-120.0,expense,operations,ACC001,USD,Client Beta
2024-03-06,Advance Tax Payment,-6761.96,expense,finance,ACC001,USD,Metro Bank
2024-03-06,Employee Provident Fund,-3464.2,expense,hr,ACC002,USD,TechSupply Ltd
2024-03-06,Uber Business Travel,-151.75,expense,travel,ACC002,USD,Client Beta
2024-03-06,Advance Tax Payment,-6890.62,expense,finance,ACC002,USD,TechSupply Ltd
2024-03-07,Bank Processing Fee,-55.22,expense,finance,ACC002,USD,Metro Bank
2024-03-07,Figma License,-128.36,expense,operations,ACC001,USD,Client Alpha
2024-03-07,Slack Subscription,-264.47,expense,operations,ACC001,USD,Client Beta
2024-03-07,Slack Subscription,-291.96,expense,operations,ACC002,USD,Client Alpha
2024-03-07,Electricity Bill,-221.49,expense,operations,ACC002,USD,TechSupply Ltd
2024-03-07,Laptop Purchase,-3485.22,expense,technology,ACC001,USD,Client Alpha
2024-03-07,Figma License,-137.94,expense,operations,ACC001,USD,TechSupply Ltd
2024-03-08,Dividend Income,2240.18,income,revenue,ACC002,USD,Client Beta
2024-03-08,Office Rent,-5500.0,expense,operations,ACC001,USD,TechSupply Ltd
2024-03-08,Quarterly Bonus,6111.87,income,payroll,ACC002,USD,Vendor Corp
2024-03-08,AWS Cloud Services,-1133.82,expense,operations,ACC002,USD,Vendor Corp
2024-03-08,Notion Team Plan,-80.0,expense,operations,ACC001,USD,Metro Bank
2024-03-08,Employee Provident Fund,-4077.82,expense,hr,ACC001,USD,Metro Bank
2024-03-08,Client Dinner Restaurant,-258.25,expense,travel,ACC001,USD,Metro Bank
2024-03-08,Uber Business Travel,-60.15,expense,travel,ACC001,USD,Client Beta
2024-03-08,Dividend Income,608.84,income,revenue,ACC002,USD,Client Alpha
2024-03-11,Client Dinner Restaurant,-504.83,expense,travel,ACC001,USD,Metro Bank
2024-03-11,Hotel Accommodation,-506.73,expense,travel,ACC002,USD,TechSupply Ltd
2024-03-11,SaaS Subscription Revenue,19712.29,income,revenue,ACC001,USD,TechSupply Ltd
2024-03-11,GitHub Enterprise License,-400.0,expense,operations,ACC001,USD,Client Alpha
2024-03-11,Team Training Workshop,-543.81,expense,hr,ACC001,USD,Client Alpha
2024-03-13,Dividend Income,1133.28,income,revenue,ACC001,USD,Client Alpha
2024-03-13,Client Dinner Restaurant,-537.96,expense,travel,ACC002,USD,Client Alpha
2024-03-13,Notion Team Plan,-80.0,expense,operations,ACC002,USD,Client Beta
2024-03-13,Laptop Purchase,-1715.4,expense,technology,ACC002,USD,Client Alpha
2024-03-13,Wire Transfer Fee,-70.06,expense,finance,ACC001,USD,Client Beta
2024-03-13,PR Agency Retainer,-1500.0,expense,marketing,ACC001,USD,Client Alpha
2024-03-13,Advance Tax Payment,-4532.48,expense,finance,ACC002,USD,TechSupply Ltd
2024-03-13,Client Payment Invoice,19249.5,income,revenue,ACC002,USD,Metro Bank
2024-03-13,Quarterly Bonus,7745.55,income,payroll,ACC001,USD,Vendor Corp
2024-03-13,API Development Hosting,-345.32,expense,technology,ACC001,USD,Vendor Corp
2024-03-13,Facebook Ads,-2242.74,expense,marketing,ACC002,USD,Vendor Corp
2024-03-14,Employee Provident Fund,-4167.77,expense,hr,ACC002,USD,Metro Bank
2024-03-14,Internet Broadband,-120.0,expense,operations,ACC002,USD,Client Alpha
2024-03-14,Client Payment Invoice,32418.7,income,revenue,ACC002,USD,Client Beta
2024-03-14,Business Travel Flights Indigo,-1834.17,expense,travel,ACC001,USD,Vendor Corp
2024-03-14,PR Agency Retainer,-1500.0,expense,marketing,ACC001,USD,Client Alpha
2024-03-14,Bank Processing Fee,-120.4,expense,finance,ACC002,USD,Client Beta
2024-03-15,Google Ads Campaign,-3587.91,expense,marketing,ACC002,USD,Vendor Corp
2024-03-15,Business Travel Flights Indigo,-1868.9,expense,travel,ACC002,USD,Client Alpha
2024-03-15,Tech Conference Sponsorship,-4135.43,expense,marketing,ACC001,USD,Client Alpha
2024-03-15,LinkedIn Recruiter License,-1200.0,expense,hr,ACC001,USD,TechSupply Ltd
2024-03-15,Startup Grant Funding,11051.36,income,revenue,ACC002,USD,Client Beta
2024-03-15,Google Ads Campaign,-2913.46,expense,marketing,ACC002,USD,Client Beta
2024-03-18,Monthly Salary Payroll,68074.94,income,payroll,ACC001,USD,TechSupply Ltd
2024-03-18,Business Travel Flights Indigo,-1820.44,expense,travel,ACC002,USD,TechSupply Ltd
2024-03-18,PR Agency Retainer,-1500.0,expense,marketing,ACC001,USD,Vendor Corp
2024-03-18,Facebook Ads,-1317.01,expense,marketing,ACC001,USD,Client Alpha
